"","SAMPLE_ID","FQCbasicStats","perBaseQual","perTileQual","perSeqQual","perBaseContent","GCcontent","Ncontent","SeqLengthDist","SeqDuplication","OverrepSeqs","AdapterContent","KmerContent","SeqLength_R1","percentGC_R1","phred18-19_R1","phred44-45_R1","phred70-71_R1","phred92_R1","phredGT30_R1","phredGT35_R1","Adapter44-45_R1","Adapter62-63_R1","Adapter80_R1","SeqLength_R2","percentGC_R2","phred18-19_R2","phred44-45_R2","phred70-71_R2","phred92_R2","phredGT30_R2","phredGT35_R2","Adapter44-45_R2","Adapter62-63_R2","Adapter80_R2","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4047428","SRR4047428","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","WARN","PASS","FAIL","100","45","40.0","40.0","35.0","34.0",0.853161754452865,0.701184395124686,0.000241887519457717,0.000256116197072876,0.000256116197072876,"100","45","40.0","40.0","36.0","34.0",0.860343821765893,0.712109031510829,0.000256116197072876,0.000256116197072876,0.000256116197072876,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047428_accepted_hits.sorted.bam",FALSE,14056120,12263044,1793076,0.8724,0.8057,11874867,709861,0.0564065429145548,0.715500030490075,4775464,327627,343178,1228034,0,0,0,0,0,0,0,6.28211206282782e-07
"SRR4047429","SRR4047429","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","100","45","40.0","40.0","35.0","34.0",0.843225243767423,0.693870071583506,0,1.06322137576806e-05,2.12644275153612e-05,"100","45","40.0","40.0","36.0","34.0",0.863394872232156,0.709302410886366,1.06322137576806e-05,1.06322137576806e-05,1.06322137576806e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047429_accepted_hits.sorted.bam",FALSE,18810758,16829544,1981214,0.8947,0.8308,16426916,826047,0.0478785585988911,0.655803700448779,5995162,411445,429691,2305404,0,0,0,0,0,0,0,8.34005820026214e-06
"SRR4047430","SRR4047430","PASS","PASS","FAIL","PASS","FAIL","WARN","PASS","PASS","FAIL/WARN","WARN","WARN","FAIL","100","44","40.0","40.0","36.0","34.0",0.869799148541113,0.729125842510884,8.2269364611436e-05,9.678748777816e-05,0.0001209843597227,"100","44","41.0","40.0","36.5","34.5",0.881874452303804,0.747303597377988,7.9849677416982e-05,8.9528426194798e-05,0.000101626862167068,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047430_accepted_hits.sorted.bam",FALSE,41327656,36004430,5323226,0.8712,0.8043,35196769,1823346,0.0492528453787893,0.58371783576925,11393432,790378,1030776,6304146,0,0,0,0,0,0,0,2.2118006233767e-05
"SRR4047431","SRR4047431","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","100","45","40.0","40.0","35.0","34.0",0.850051720308501,0.687390467138768,1.47155657723004e-05,1.96207543630671e-05,1.96207543630671e-05,"100","45","40.0","39.0","36.0","34.0",0.841953155841373,0.680737756060655,4.90518859076679e-06,9.81037718153357e-06,1.96207543630671e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047431_accepted_hits.sorted.bam",FALSE,20386576,18252042,2134534,0.8953,0.8312,18017369,766128,0.0407872932287316,0.739896062459113,7353861,476757,546026,1562402,0,0,0,0,0,0,0,2.63806998799678e-05
"SRR4047432","SRR4047432","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","100","44","40.0","40.0","35.5","34.0",0.863878453265346,0.720421115761511,2.14804567045822e-05,2.14804567045822e-05,3.22206850568733e-05,"100","44","40.5","40.0","36.5","34.0",0.882401802897692,0.742535460743445,0,1.07402283522911e-05,1.07402283522911e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047432_accepted_hits.sorted.bam",FALSE,18621578,16257625,2363953,0.8731,0.8083,15562842,1170310,0.0699396025327446,0.69446116919618,6143091,412368,496624,1793755,0,0,0,0,0,0,0,5.20910401620292e-06
"SRR4047433","SRR4047433","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","WARN","FAIL","100","45","40.0","40.0","35.0","34.0",0.875271799613747,0.687127048373426,0.000184679205795908,0.000277018808693862,0.000279026191365557,"100","46","40.0","39.0","35.5","34.0",0.836357923717531,0.648865652140817,0.000161594305071419,0.000220812093886412,0.000222819476558106,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047433_accepted_hits.sorted.bam",FALSE,99632224,85463685,14168539,0.8578,0.8018,86429347,1832351,0.0207604322318839,0.723361703949357,33337913,2528618,2890586,7330356,0,0,0,0,0,0,0,4.31940655673317e-06
"SRR4047434","SRR4047434","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS/WARN","WARN","FAIL","100","45","40.0","40.0","35.0","34.0",0.880044321379087,0.697414234619324,5.79561407631792e-06,8.69342111447688e-06,1.44890351907948e-05,"100","45","40.0","39.0","35.5","34.0",0.84282230873271,0.656732356281666,1.73868422289538e-05,2.02846492671127e-05,3.18758774197486e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047434_accepted_hits.sorted.bam",FALSE,69017708,60770032,8247676,0.8805,0.8244,58386406,4250562,0.06786027701724,0.754003347761584,24572620,1696981,1921870,4398066,0,0,0,0,0,0,0,1.79061085061341e-06
"SRR4047435","SRR4047435","PASS","PASS","WARN","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","100","44","40.0","40.0","35.5","34.0",0.882635934599215,0.701145697087842,1.56674634339836e-05,7.55724706815678e-05,0.000103220935565068,"100","45","40.0","39.0","36.0","34.0",0.840388674746408,0.65746399801226,2.76484648835004e-05,5.52969297670009e-05,7.55724706815678e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047435_accepted_hits.sorted.bam",FALSE,108505120,97840858,10664262,0.9017,0.8501,92871725,7857090,0.0780024067591781,0.659230171994804,34621170,2254530,2897687,12744188,0,0,0,0,0,0,0,5.35510498345377e-05
"SRR4047436","SRR4047436","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","100","46","40.0","40.0","35.0","34.0",0.875108374823363,0.687613514922323,2.28512318310713e-06,2.28512318310713e-06,2.28512318310713e-06,"100","46","40.0","39.0","35.0","34.0",0.837242923927541,0.647258582277128,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047436_accepted_hits.sorted.bam",FALSE,87522634,74006143,13516491,0.8456,0.7933,72159334,4548767,0.0592996950869635,0.726050751456368,29150094,2163610,2820966,6014168,0,0,0,0,0,0,0,4.6312029045258e-05
"SRR4047437","SRR4047437","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","36.0","34.5",0.917161728001299,0.758027574772276,1.5860149012444e-05,5.55105215435541e-05,7.13706705559981e-05,"100","47","40.0","39.0","36.0","34.0",0.873234586988239,0.70129812147637,3.17202980248881e-05,7.13706705559981e-05,9.51608940746642e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047437_accepted_hits.sorted.bam",FALSE,25220444,22497425,2723019,0.892,0.8484,21969467,1081660,0.0469243868206531,0.641063533744796,7633423,561507,549001,3163505,0,0,0,0,0,0,0,4.32309332261556e-06
"SRR4047438","SRR4047438","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","35.5","34.0",0.910096882199829,0.744721821146067,7.13870343727143e-06,7.13870343727143e-06,7.13870343727143e-06,"100","47","40.0","39.0","35.0","34.0",0.847010946345077,0.658939805453198,7.13870343727143e-06,7.13870343727143e-06,7.13870343727143e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047438_accepted_hits.sorted.bam",FALSE,28016292,23342189,4674103,0.8332,0.7889,21795346,2232335,0.0929068019506335,0.708610198522853,8813525,596656,674900,2352681,0,0,0,0,0,0,0,9.64426832623723e-06
"SRR4047439","SRR4047439","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","FAIL","FAIL","100","45","40.0","40.0","36.0","34.5",0.919651282257301,0.760229442446131,0.000160852010344118,0.000235393185869441,0.000243239625398423,"100","45","40.0","39.0","36.0","34.0",0.867902758133345,0.686780962089614,0.000149082351050646,0.000196160988224534,0.000196160988224534,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047439_accepted_hits.sorted.bam",TRUE,23023599,19282964,3740635,0.8375,0.8097,18576867,1216846,0.061476388992808,0.722184794850601,7710749,537705,523858,1904663,0,0,0,0,0,0,0,1.27095305527388e-05
"SRR4047440","SRR4047440","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","FAIL","FAIL","100","46","40.0","40.0","36.0","34.0",0.911214651610467,0.749758862112585,1.57452097561098e-05,7.87260487805493e-05,7.87260487805493e-05,"100","46","40.0","39.0","36.0","34.0",0.855426854211009,0.676328084825113,0,1.57452097561098e-05,6.29808390244394e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047440_accepted_hits.sorted.bam",TRUE,11472446,10167911,1304535,0.8863,0.8604,10036053,436263,0.0416586932632667,0.749521251759766,4244302,293521,319502,805359,0,0,0,0,0,0,0,7.06830004085477e-07
"SRR4047441","SRR4047441","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","36.0","34.5",0.911535192988335,0.751517342123052,0.000130018094803994,0.000173357459738659,0.000222888162521133,"100","46","40.0","39.0","35.5","34.0",0.857221062584643,0.678329846990991,0.000253844851760179,0.000337427912705604,0.000414819635803219,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047441_accepted_hits.sorted.bam",FALSE,32303196,27794157,4509039,0.8604,0.8142,26137389,2502617,0.0873818601853645,0.737797882862076,10942743,719956,848645,2320283,0,0,0,0,0,0,0,2.38514237243806e-05
"SRR4047442","SRR4047442","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","36.0","35.0",0.913329458777296,0.757636677315204,0.000276327918814963,0.000371068919551521,0.00055528753209483,"100","46","40.0","39.0","36.0","34.0",0.855978204516977,0.681681027472469,0.000289486391139485,0.000392122475270757,0.000515812115121264,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047442_accepted_hits.sorted.bam",FALSE,37998332,33870520,4127812,0.8914,0.8474,32914149,1843543,0.0530398566164865,0.662337305913673,11946117,812384,885388,4392415,0,0,0,0,0,0,0,5.69222618529519e-06
"SRR4047443","SRR4047443","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","FAIL","FAIL","100","46","40.0","40.0","36.0","34.5",0.915651040182265,0.753605026739856,0.000195308148516367,0.000267644499818725,0.000368915391642026,"100","46","40.0","39.0","36.0","34.0",0.86820244456359,0.688800553344153,0.000195308148516367,0.000267644499818725,0.000347214486251319,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047443_accepted_hits.sorted.bam",TRUE,25120188,21906257,3213931,0.8721,0.8436,21352022,1285077,0.0567686256971355,0.722649809858457,8830858,629007,752073,2008169,0,0,0,0,0,0,0,5.32224615094026e-06
"SRR4047444","SRR4047444","PASS","PASS","WARN","PASS","WARN/FAIL","PASS","PASS","PASS","FAIL","PASS","FAIL","FAIL","100","47","40.0","40.0","35.5","34.0",0.915936792268816,0.752284303683035,0,0,0,"100","47","40.0","39.0","35.5","34.0",0.86701077707789,0.685196789418911,7.29996063861224e-06,1.45999212772245e-05,1.45999212772245e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047444_accepted_hits.sorted.bam",TRUE,24904658,21597775,3306883,0.8672,0.8402,21241513,1047151,0.0469813264716091,0.776104350523118,9318501,719173,715607,1253482,0,0,0,0,0,0,0,2.68283493235661e-06
"SRR4047445","SRR4047445","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","49","40.0","40.0","35.0","34.0",0.905739979568465,0.728202559785918,1.72086911048895e-05,1.72086911048895e-05,2.06504293258674e-05,"100","49","40.0","39.0","35.0","34.0",0.861114745969088,0.671942358043614,2.75339057678232e-05,2.75339057678232e-05,3.4417382209779e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047445_accepted_hits.sorted.bam",FALSE,58110172,50859614,7250558,0.8752,0.8312,48387751,4213964,0.0801107720537249,0.719508791046427,19693206,1501638,1771625,4403879,0,0,0,0,0,0,0,2.23427307874604e-06
"SRR4047446","SRR4047446","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","100","48","40.0","40.0","35.0","34.0",0.91210632666025,0.741226623872868,2.04099640628156e-05,4.76232494799031e-05,6.80332135427187e-05,"100","48","40.0","39.0","35.0","34.0",0.839024028174459,0.64279515002106,2.04099640628156e-05,4.76232494799031e-05,5.4426570834175e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047446_accepted_hits.sorted.bam",FALSE,29397406,26437025,2960381,0.8993,0.8556,25485038,1794770,0.0657911521957926,0.744613556269291,10556198,760416,832731,2027402,0,0,0,0,0,0,0,4.45236059422152e-06
"SRR4047447","SRR4047447","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","44","40.0","40.0","36.0","34.5",0.911420973367299,0.755216636617054,7.21606348842751e-05,0.000103911314233356,0.000127002717396324,"100","44","40.0","39.0","36.0","34.0",0.832820550240428,0.65081999881772,4.32963809305651e-05,6.35013586981621e-05,0.000103911314233356,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047447_accepted_hits.sorted.bam",FALSE,34644928,29475283,5169645,0.8508,0.802,28252337,2094459,0.0690174672805656,0.671014286142234,10595072,714304,868257,3612004,0,0,0,0,0,0,0,2.86925846280233e-05
"SRR4047448","SRR4047448","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","100","46","40.0","40.0","36.0","34.0",0.914688651280518,0.751708349373905,0,0,0,"100","46","40.0","39.0","35.5","34.0",0.847106920838273,0.665725786112764,6.50843151031082e-06,6.50843151031082e-06,1.30168630206216e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047448_accepted_hits.sorted.bam",FALSE,30729370,27759754,2969616,0.9034,0.8585,27153569,1446754,0.050585232901041,0.695918562440156,10344613,694091,839265,2986720,0,0,0,0,0,0,0,5.58744923565531e-05
"SRR4047449","SRR4047449","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","WARN","FAIL","100","44","40.0","40.0","36.0","34.0",0.906975903173907,0.744519708936668,0,3.65657452098874e-06,7.31314904197748e-06,"100","44","40.0","39.0","36.0","34.0",0.850507495977768,0.674890339330116,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047449_accepted_hits.sorted.bam",FALSE,54696000,47492325,7203675,0.8683,0.8169,44721788,4245347,0.0866978842033539,0.698963941172859,17829045,1114863,1474427,5089483,0,0,0,0,0,0,0,3.1970304634937e-06
"SRR4047450","SRR4047450","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","PASS","WARN","FAIL","100","48","40.0","40.0","35.0","34.0",0.922815564034597,0.753340308579796,3.37207351228163e-06,8.43018378070408e-06,2.36045145859714e-05,"100","49","40.0","39.0","35.0","34.0",0.877426206892087,0.69354579060017,1.01162205368449e-05,1.01162205368449e-05,1.34882940491265e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047450_accepted_hits.sorted.bam",FALSE,59310688,53100064,6210624,0.8953,0.8507,52143019,2968798,0.0538686285737957,0.762536806747088,21745407,1652189,2011517,3108077,0,0,0,0,0,0,0,4.59867226214713e-07
"SRR4047451","SRR4047451","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","100","46","40.0","40.0","36.0","34.0",0.915353316348376,0.753528127235102,3.28736857881172e-06,6.57473715762344e-06,6.57473715762344e-06,"100","46","40.0","39.0","36.0","34.0",0.860482959809914,0.684643586950422,6.57473715762344e-06,1.31494743152469e-05,1.31494743152469e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047451_accepted_hits.sorted.bam",FALSE,60838934,55353310,5485624,0.9098,0.8683,53960315,2925985,0.0514356708029877,0.656221984045833,19332885,1268268,1516150,7343589,0,0,0,0,0,0,0,4.86218171783466e-06
"SRR4047452","SRR4047452","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","100","48","40.0","40.0","35.0","34.0",0.906571776411142,0.73184760062352,8.82641892821126e-05,0.00010067634089991,0.000151704075328631,"100","49","40.0","39.0","35.0","34.0",0.849422617047555,0.658218386236038,6.89563978766505e-05,9.51598290697776e-05,0.000148945819413565,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047452_accepted_hits.sorted.bam",FALSE,72509588,65240331,7269257,0.8997,0.8576,63769166,3758320,0.0556561516298711,0.727442278424319,25499798,1766816,2287283,5500153,0,0,0,0,0,0,0,2.74904138456312e-05
"SRR4047453","SRR4047453","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","36.0","34.0",0.913036895861881,0.746683461136802,9.4209817510873e-06,9.4209817510873e-06,1.25613090014497e-05,"100","46","40.0","39.0","36.0","34.0",0.862956966682541,0.684736298084887,1.57016362518122e-05,1.88419635021746e-05,2.51226180028995e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047453_accepted_hits.sorted.bam",FALSE,63687630,57107336,6580294,0.8967,0.8521,56557767,2419014,0.0410163789712429,0.744825064098222,22782286,1532706,1861464,4410976,0,0,0,0,0,0,0,2.49316508448713e-05
"SRR4047454","SRR4047454","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","36.0","34.0",0.914162717766803,0.748223852836816,7.4139395926685e-05,0.00011379535188747,0.000167244683834615,"100","46","40.0","39.0","35.5","34.0",0.834781632064661,0.644037621846804,2.5862579974425e-05,4.138012795908e-05,5.862184794203e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047454_accepted_hits.sorted.bam",FALSE,57998854,51411632,6587222,0.8864,0.84,49544327,3597043,0.067688187188249,0.725820846857385,20081334,1424565,1730097,4431071,0,0,0,0,0,0,0,6.97164839746204e-07
"SRR4047455","SRR4047455","PASS","PASS","NA","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","WARN","FAIL","100","46","40.0","40.0","35.0","34.0",0.884464058956609,0.687626085515252,9.86094344083323e-06,1.89001415949304e-05,2.21871227418748e-05,"100","46","40.0","38.0","35.0","33.0",0.816368410106119,0.599917307771796,1.15044340143054e-05,1.72566510214582e-05,2.17762500985067e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047455_accepted_hits.sorted.bam",FALSE,243384420,206264265,37120155,0.8475,0.7969,198286023,15931452,0.0743704592727554,0.631190596038732,70621095,5061446,8005372,28197618,0,0,0,0,0,0,0,6.93843673763484e-07
"SRR4047456","SRR4047456","PASS","PASS","NA","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","WARN","FAIL","100","46","40.0","40.0","35.0","34.0",0.906016165721036,0.714787301735193,3.32439212215696e-06,5.54065353692827e-06,6.64878424431392e-06,"100","46","40.0","38.0","35.0","33.0",0.8209604186571,0.593386252632392,9.97317636647088e-06,1.21894377812422e-05,1.55138299033991e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047456_accepted_hits.sorted.bam",FALSE,180484124,151135820,29348304,0.8374,0.7913,141877859,14465275,0.0925226111944257,0.699785774319184,56769277,3852713,5174243,15327561,0,0,0,0,0,0,0,1.04810212749407e-05
"SRR4047457","SRR4047457","PASS","PASS","NA","PASS","WARN/FAIL","PASS","PASS","PASS","FAIL","PASS","FAIL","FAIL","100","47","40.0","40.0","35.0","34.0",0.891155827775248,0.693542886528098,1.64958526622112e-06,1.64958526622112e-06,4.94875579866337e-06,"100","47","40.0","39.0","35.0","33.5",0.831751524027084,0.616874435779979,1.64958526622112e-06,1.64958526622112e-06,3.29917053244225e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047457_accepted_hits.sorted.bam",TRUE,107770001,93446133,14323868,0.8671,0.8393,92130784,4542025,0.0469834801221096,0.770659707166111,40637647,3149039,3418997,5525304,0,0,0,0,0,0,0,2.26391060486351e-06
"SRR4047458","SRR4047458","PASS","PASS","NA","PASS","FAIL","PASS/WARN","PASS","PASS","FAIL","WARN/PASS","FAIL","FAIL","100","44","40.0","40.0","36.0","34.0",0.879073695228228,0.689655457311244,0,8.48257296524769e-07,3.39302918609908e-06,"100","44","40.0","39.0","36.0","34.0",0.830343425703548,0.626877673722903,4.24128648262384e-06,6.78605837219815e-06,8.48257296524769e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047458_accepted_hits.sorted.bam",TRUE,207343865,174122335,33221530,0.8398,0.8128,169937142,8956941,0.0500684027654509,0.624779179935272,61399914,4390449,5341927,27142294,0,0,0,0,0,0,0,4.67264498122913e-05
